"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.144842129E1,1.077609100E0,-9.807604980E-1,9.532177734E0
1.149803429E1,6.390211487E-1,-9.366023254E-1,9.665101318E0
1.154764629E1,1.007554779E0,-7.436535645E-1,9.761500854E0
1.159725929E1,6.819818115E-1,-7.433541870E-1,9.715546417E0
1.164687129E1,4.670288086E-1,-6.679110718E-1,9.589358826E0
1.169648429E1,9.692344666E-1,-8.126600647E-1,9.707014160E0
1.174609629E1,6.508465576E-1,-6.027964783E-1,9.589508514E0
1.179570929E1,7.628137207E-1,-8.217910767E-1,9.647737427E0
1.184532129E1,5.813909912E-1,-8.442443848E-1,9.639354858E0
1.189493329E1,8.737330627E-1,-9.614506531E-1,9.635013885E0
1.194454629E1,7.455995178E-1,-7.577243042E-1,9.654772797E0
1.199415829E1,9.809101868E-1,-8.090675354E-1,9.720785522E0
1.204377129E1,6.923103333E-1,-9.319619751E-1,9.610315247E0
1.209338329E1,1.111588440E0,-7.494914246E-1,9.736203461E0
1.214299712E1,6.499484253E-1,-7.673043823E-1,9.621392212E0
1.219260912E1,9.089099121E-1,-7.813751221E-1,9.663903809E0
1.224222212E1,7.547305298E-1,-8.553213501E-1,9.659113770E0
1.229183412E1,6.752458191E-1,-6.926097107E-1,9.769883423E0
1.234144612E1,7.156617737E-1,-1.049766998E0,9.604178009E0
1.239105912E1,9.604028320E-1,-8.285270691E-1,9.701176300E0
1.244067112E1,1.147962799E0,-8.439450073E-1,9.697883148E0
1.249028412E1,7.286846924E-1,-6.732998657E-1,9.680818634E0
1.253989612E1,8.195457458E-1,-7.095245361E-1,9.555229797E0
1.258950912E1,5.818400574E-1,-6.857240295E-1,9.631121979E0
1.263912112E1,1.001716919E0,-8.884025574E-1,9.494605865E0
1.268873312E1,8.689430237E-1,-8.927435303E-1,9.689201202E0
1.273834612E1,1.046174469E0,-9.392967224E-1,9.614356842E0
1.278795813E1,5.363346863E-1,-7.964936829E-1,9.598789215E0
1.283757113E1,9.747729492E-1,-5.519023132E-1,9.850565643E0
1.288718313E1,3.035687256E-1,-6.545887756E-1,9.551637268E0
1.293679613E1,8.472381592E-1,-7.629634094E-1,9.621242523E0
1.298640813E1,6.625222778E-1,-8.702902222E-1,9.569599915E0
1.303602012E1,9.244775391E-1,-8.964857483E-1,9.714947662E0
1.308563312E1,1.157542877E0,-7.673043823E-1,9.665700073E0
1.313524512E1,5.242098999E-1,-8.416996765E-1,9.591903534E0
1.318485754E1,1.085692291E0,-6.177653503E-1,9.638456726E0
1.323446954E1,7.457492065E-1,-5.599855042E-1,9.628427582E0
1.328408254E1,8.619076538E-1,-7.194039917E-1,9.636211395E0
1.333369454E1,8.087681580E-1,-6.134243774E-1,9.720486145E0
1.338330654E1,7.159611511E-1,-8.520281982E-1,9.533973999E0
1.343291954E1,9.984237671E-1,-8.562194824E-1,9.528884583E0
1.348253154E1,8.440946960E-1,-9.066645813E-1,9.632768555E0
1.353214454E1,1.103954315E0,-8.108638000E-1,9.670789490E0
1.358175654E1,7.292834473E-1,-6.761439514E-1,9.544601898E0
1.363136854E1,6.846762085E-1,-7.759863281E-1,9.752818909E0
1.368098154E1,8.641529846E-1,-6.677613831E-1,9.813293152E0
1.373059354E1,1.025218048E0,-7.125183105E-1,9.673932953E0
1.378020654E1,7.554789734E-1,-7.048841858E-1,9.689500580E0
1.382981854E1,9.460327148E-1,-7.244934082E-1,9.519903259E0
1.387943054E1,8.623567200E-1,-5.956114197E-1,9.870174866E0
1.392904354E1,7.682025146E-1,-5.483097839E-1,9.684411163E0
1.397865554E1,1.249601440E0,-7.417076111E-1,9.595496063E0
1.402826854E1,7.704478455E-1,-6.716532898E-1,9.589807892E0
1.407788054E1,1.343007202E0,-7.869136047E-1,9.437724152E0
1.412749254E1,8.523275757E-1,-6.704557800E-1,9.761800232E0
1.417710554E1,1.041833496E0,-8.264314270E-1,9.557924194E0
