"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.831550521E1,2.454895020E-1,3.504212952E-1,1.011132339E1
1.836551121E1,-7.289840698E-2,2.703378296E-1,9.793833618E0
1.841551721E1,2.856060791E-1,4.695735168E-1,1.010668304E1
1.846552421E1,1.615141296E-1,3.727249146E-1,9.613009644E0
1.851553021E1,2.176473999E-1,2.894979858E-1,9.892777863E0
1.856553621E1,1.838177490E-1,3.625460815E-1,9.800120544E0
1.861554221E1,-1.155596924E-1,2.836601257E-1,9.938881989E0
1.866554821E1,2.818638611E-1,5.309458923E-1,9.858499146E0
1.871555421E1,-1.437011719E-2,1.451980591E-1,9.688303070E0
1.876556121E1,2.459385681E-1,4.113446045E-1,9.918374634E0
1.881556721E1,6.735992432E-2,2.734812927E-1,9.541757812E0
1.886557321E1,2.007325745E-1,4.688250732E-1,1.006432114E1
1.891557921E1,1.630110168E-1,2.953358459E-1,9.913584595E0
1.896558521E1,6.885681152E-2,2.838098145E-1,9.743687897E0
1.901559121E1,3.085084534E-1,2.332150269E-1,9.693093109E0
1.906559746E1,3.143463135E-2,3.098556519E-1,1.006147705E1
1.911560346E1,1.252894592E-1,3.597019958E-1,9.742490387E0
1.916561046E1,2.368075562E-1,2.854563904E-1,1.003198837E1
1.921561646E1,-4.595443726E-2,2.448907471E-1,9.759405212E0
1.926562246E1,4.297563171E-1,4.493655396E-1,9.931996307E0
1.931562846E1,4.011657715E-2,2.968327332E-1,9.600735168E0
1.936563446E1,2.237846375E-1,3.552113342E-1,9.986782379E0
1.941564046E1,1.362167358E-1,2.427951050E-1,9.517508240E0
1.946564646E1,2.005828857E-2,3.141966248E-1,1.010638367E1
1.951565246E1,3.375480652E-1,4.564009094E-1,9.870174866E0
1.956565846E1,9.205856323E-2,2.948867798E-1,9.694889374E0
1.961566546E1,1.097218323E-1,3.737727356E-1,9.922266541E0
1.966567146E1,2.068698120E-1,2.993774414E-1,9.747579803E0
1.971567746E1,1.381626892E-1,4.141886902E-1,9.942324829E0
1.976568346E1,1.686991882E-1,3.222798157E-1,9.938881989E0
1.981568946E1,7.499404907E-2,3.852987671E-1,9.761800232E0
1.986569546E1,3.288661194E-1,3.983216858E-1,1.003992188E1
1.991570146E1,3.667373657E-2,1.890568542E-1,9.543703766E0
