"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.299938054E1,-2.634521484E-2,9.385482788E-2,1.000938538E1
1.304938154E1,-2.454895020E-2,-7.409591675E-2,9.809700623E0
1.309938254E1,6.750961304E-2,6.301895142E-2,9.729317780E0
1.314938254E1,-6.406677246E-2,-2.874023438E-2,9.938283234E0
1.319938354E1,2.888992310E-2,2.724334717E-2,9.885742493E0
1.324938454E1,9.011260986E-2,7.634124756E-2,9.914632416E0
1.329938554E1,1.511856079E-2,-5.029541016E-2,9.860295410E0
1.334938654E1,1.062789917E-1,1.046324158E-1,9.847571869E0
1.339938654E1,-5.388793945E-2,-9.535171509E-2,9.896520081E0
1.344938754E1,-3.353027344E-2,-1.541793823E-2,9.976004791E0
1.349938833E1,9.774673462E-2,-3.143463135E-3,9.665400696E0
1.354938933E1,-4.430786133E-2,5.463638306E-2,1.006716522E1
1.359938933E1,7.963439941E-2,4.326004028E-2,9.915380859E0
1.364939033E1,-9.400451660E-2,-1.032852173E-2,9.638007660E0
1.369939133E1,9.145980835E-2,4.221221924E-2,9.934541016E0
1.374939233E1,1.661544800E-2,9.819580078E-2,9.957293701E0
1.379939333E1,-9.116043091E-2,-2.724334717E-2,9.651329956E0
1.384939333E1,1.254391479E-1,5.478607178E-2,1.004246658E1
1.389939433E1,-1.797761536E-1,1.496887207E-3,9.895172882E0
1.394939533E1,1.459465027E-1,1.251397705E-1,9.936337280E0
1.399939633E1,-6.481521606E-2,-4.146377563E-2,9.808802490E0
1.404939633E1,3.891906738E-2,-1.122665405E-2,9.849966888E0
1.409939733E1,-1.676513672E-2,1.216969299E-1,1.016895355E1
1.414939833E1,-2.080673218E-2,-3.652404785E-2,9.746082916E0
1.419939933E1,-2.453398132E-1,2.215393066E-2,1.006731491E1
1.424939933E1,4.116439819E-1,-1.196012878E-1,1.019574783E1
1.429940033E1,-3.932322693E-1,1.895059204E-1,9.559421082E0
1.434940133E1,-9.909393311E-2,4.032614136E-1,1.033825150E1
1.439940233E1,-5.782475281E-1,2.324665833E-1,9.665999451E0
1.444940233E1,-1.329235840E-1,2.510279846E-1,9.790989532E0
1.449940333E1,-7.614665222E-1,6.113287354E-1,9.798024902E0
1.454940433E1,-6.255491638E-1,3.014730835E-1,9.778116302E0
1.459940533E1,-5.430706787E-1,5.626799011E-1,9.993668060E0
1.464940533E1,-5.628295898E-1,2.883004761E-1,9.915231171E0
1.469940633E1,-2.291734314E-1,3.529660034E-1,9.518256683E0
1.474940733E1,-6.291416931E-1,4.215234375E-1,9.790839844E0
1.479940733E1,8.307723999E-2,2.872526550E-1,9.518556061E0
1.484940833E1,-6.508465576E-1,3.662882996E-1,1.007614655E1
1.489940933E1,-4.433779907E-1,5.587879944E-1,9.316625977E0
1.494941033E1,-4.002676392E-1,3.062631226E-1,9.721384277E0
1.499941033E1,-3.125500488E-1,2.553689575E-1,9.870324554E0
1.504941133E1,-2.719844055E-1,2.556683350E-1,1.019934036E1
1.509941233E1,-4.439767456E-1,3.921844482E-1,9.538464661E0
1.514941233E1,-3.396437073E-1,1.886077881E-1,1.030756531E1
1.519941333E1,-2.981799316E-1,2.740800476E-1,9.723928986E0
1.524941433E1,-5.176235962E-1,1.811233521E-1,1.001746857E1
1.529941533E1,-1.904040527E-1,2.064207458E-1,9.850715332E0
1.534941533E1,-4.852908325E-1,1.431024170E-1,1.003034180E1
1.539941633E1,-2.023791504E-1,1.609153748E-1,9.809251556E0
1.544941733E1,-4.248165894E-1,1.669029236E-1,1.019200562E1
1.549941729E1,-3.923341370E-1,1.857637024E-1,9.595046997E0
1.554941829E1,-3.725752258E-1,2.406994629E-1,1.007270370E1
1.559941929E1,-1.091230774E-1,1.570234680E-1,9.583071899E0
1.564941929E1,-3.700305176E-1,2.947370911E-1,1.051907547E1
1.569942029E1,-4.722679138E-1,9.235794067E-2,9.485474854E0
1.574942129E1,-4.185296631E-1,3.128494263E-1,1.018886215E1
1.579942129E1,-3.869453430E-1,1.513352966E-1,9.855056305E0
1.584942229E1,-3.637435913E-1,1.561253357E-1,9.759255524E0
1.589942329E1,-3.047662354E-1,1.784289551E-1,9.766739960E0
1.594942429E1,-5.141807556E-1,1.974394226E-1,9.624835052E0
1.599942429E1,-4.246669006E-1,1.703457642E-1,9.686656494E0
1.604942529E1,-1.088237000E-1,2.210902405E-1,9.867330780E0
1.609942629E1,-2.668949890E-1,1.678010559E-1,9.898915100E0
1.614942629E1,-3.254232788E-1,2.165995789E-1,9.998158722E0
1.619942729E1,-2.652484131E-1,1.811233521E-1,1.000624191E1
1.624942829E1,-2.877017212E-1,1.829196167E-1,9.663155365E0
1.629942829E1,-1.210981750E-1,1.285826111E-1,9.976902924E0
1.634942929E1,-3.918850708E-1,1.730401611E-1,9.846224670E0
1.639943029E1,-1.547781372E-1,1.263372803E-1,1.000115250E1
1.644943029E1,-3.387455750E-1,2.448907471E-1,9.814640350E0
1.649943196E1,-2.279759216E-1,1.363664246E-1,9.862241364E0
1.654943296E1,-3.369493103E-1,1.130149841E-1,9.848320312E0
1.659943296E1,-1.532812500E-1,1.179547119E-1,9.841284943E0
1.664943396E1,-3.231779480E-1,1.908531189E-1,9.859996033E0
1.669943496E1,-2.028282166E-1,1.547781372E-1,9.980345764E0
1.674943496E1,-2.570155334E-1,1.279838562E-1,9.668544159E0
1.679943596E1,-1.374142456E-1,1.787283325E-1,9.995164948E0
1.684943696E1,-2.365081787E-1,1.595681763E-1,9.777367859E0
1.689943696E1,-1.707948303E-1,1.862127686E-1,9.915979614E0
1.694943796E1,-2.953358459E-1,1.863624573E-1,9.927655334E0
1.699943896E1,-1.344204712E-1,1.938468933E-1,9.800719299E0
1.704943896E1,-2.299218750E-1,1.890568542E-1,1.005593857E1
1.709943996E1,-1.252894592E-1,1.163081360E-1,9.759554901E0
1.714944096E1,-1.682501221E-1,1.932481384E-1,9.882449341E0
1.719944096E1,-3.332070923E-1,1.719923401E-1,9.992171173E0
1.724944196E1,-1.664538574E-1,2.125579834E-1,9.873168640E0
1.729944296E1,-2.874023438E-1,5.538482666E-2,9.901310120E0
1.734944396E1,-1.683998108E-1,2.639012146E-1,9.824819183E0
1.739944396E1,-6.107299805E-2,1.664538574E-1,9.849068756E0
1.744944496E1,-2.347119141E-1,1.954934692E-1,1.000264938E1
1.749944404E1,-1.064286804E-1,1.892065430E-1,9.723180542E0
1.754944504E1,-2.148033142E-1,1.710942078E-1,1.004575974E1
1.759944604E1,-1.836680603E-1,2.462379456E-1,9.867630157E0
1.764944704E1,-1.800755310E-1,1.589694214E-1,9.784403229E0
1.769944704E1,-1.490899658E-1,1.874102783E-1,9.990823975E0
1.774944804E1,-2.249821472E-1,2.218386841E-1,9.781409454E0
1.779944904E1,-6.885681152E-2,1.486408997E-1,9.809550934E0
1.784944904E1,-1.938468933E-1,2.131567383E-1,9.844278717E0
1.789945004E1,-1.833686829E-1,2.456391907E-1,9.974507904E0
1.794945004E1,-1.456471252E-1,1.284329224E-1,9.682315521E0
1.799945104E1,-1.757345581E-1,1.582209778E-1,9.974208527E0
1.804945204E1,-1.713935852E-1,1.609153748E-1,9.731263733E0
1.809945204E1,-1.930984497E-1,1.916015625E-1,9.839488678E0
1.814945304E1,-1.287322998E-1,1.936972046E-1,9.926158447E0
1.819945404E1,-2.095642090E-1,1.905537415E-1,9.854906616E0
1.824945404E1,-1.188528442E-1,1.694476318E-1,1.000519409E1
1.829945504E1,-1.929487610E-1,1.517843628E-1,9.807006226E0
1.834945604E1,-1.537303162E-1,1.579216003E-1,9.984537048E0
1.839945604E1,-1.490899658E-1,1.666035461E-1,9.841135254E0
1.844945704E1,-1.983375549E-1,1.459465027E-1,9.856104126E0
1.849945929E1,-1.510359192E-1,9.684860229E-2,9.974657593E0
1.854945929E1,-1.079255676E-1,1.604663086E-1,9.955647125E0
1.859946029E1,-1.689985657E-1,8.637039185E-2,9.886790314E0
1.864946129E1,-1.312770081E-1,7.319778442E-2,9.893077240E0
1.869946129E1,-1.707948303E-1,5.478607178E-2,9.801168365E0
1.874946229E1,-1.718426514E-1,5.523513794E-2,9.789492645E0
1.879946329E1,-1.110690308E-1,5.733078003E-2,9.887688446E0
1.884946329E1,-1.959425354E-1,1.067280579E-1,9.935738525E0
1.889946429E1,-1.140628052E-1,2.350112915E-2,9.805659027E0
1.894946529E1,-6.915618896E-2,9.400451660E-2,9.961185608E0
1.899946529E1,-1.607656860E-1,8.292755127E-2,9.900711365E0
1.904946629E1,-1.721420288E-2,-7.185058594E-3,9.873318329E0
1.909946629E1,-1.498384094E-1,1.207987976E-1,9.943222961E0
1.914946729E1,-1.347198486E-1,1.960922241E-2,9.775870972E0
1.919946829E1,-2.689906311E-1,3.052153015E-1,1.002659958E1
1.924946829E1,-2.499801636E-1,9.400451660E-2,9.990823975E0
1.929946929E1,-1.854643250E-1,1.037342834E-1,1.002285736E1
1.934947029E1,5.688171387E-3,-1.037342834E-1,9.523645477E0
1.939947029E1,-2.644999695E-1,1.130149841E-1,9.790091400E0
1.944947129E1,-1.960922241E-1,1.187031555E-1,9.984836426E0
1.949947142E1,3.847000122E-2,-6.930587769E-2,9.963281250E0
1.954947142E1,-4.481680298E-1,2.453398132E-1,9.833800507E0
1.959947242E1,-1.508862305E-1,-7.005432129E-2,9.889634399E0
