"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.350473479E1,2.409873962E0,1.312664795E1,-4.895269775E1
1.355473779E1,2.526916504E0,1.327813721E1,-4.888586426E1
1.360474079E1,2.492855072E0,1.315791321E1,-4.910949707E1
1.365474379E1,2.428966522E0,1.332769775E1,-4.941644287E1
1.370474679E1,2.519496918E0,1.327330017E1,-4.893041992E1
1.375474879E1,2.434623718E0,1.335429382E1,-4.912103271E1
1.380475179E1,2.470123291E0,1.328579712E1,-4.899359131E1
1.385475479E1,2.284706116E0,1.341198730E1,-4.905041504E1
1.390475779E1,2.484359741E0,1.320524597E1,-4.926336670E1
1.395476079E1,2.592987061E0,1.307695007E1,-4.929791260E1
1.400476379E1,2.241573334E0,1.341465759E1,-4.927008057E1
1.405476679E1,2.304439545E0,1.339707947E1,-4.904022217E1
1.410476979E1,2.242107391E0,1.348269653E1,-4.915301514E1
1.415477279E1,2.207683563E0,1.354086304E1,-4.915698242E1
1.420477479E1,2.159362793E0,1.342216492E1,-4.944506836E1
1.425477779E1,2.353397369E0,1.354516602E1,-4.909863281E1
1.430478079E1,2.301620483E0,1.338433838E1,-4.915441895E1
1.435478379E1,2.262046814E0,1.356878662E1,-4.908941650E1
1.440478679E1,2.327228546E0,1.326203918E1,-4.909082031E1
1.445478979E1,2.453063965E0,1.333552551E1,-4.876550293E1
1.450479279E1,2.383419037E0,1.330349731E1,-4.896124268E1
1.455479579E1,2.150749207E0,1.347860718E1,-4.912646484E1
1.460479779E1,2.328693390E0,1.347726440E1,-4.901336670E1
1.465480079E1,2.351539612E0,1.353031921E1,-4.899377441E1
1.470480379E1,2.271335602E0,1.327848816E1,-4.943774414E1
1.475480679E1,2.292900085E0,1.338859558E1,-4.887908936E1
1.480480979E1,2.447822571E0,1.329295349E1,-4.940173340E1
1.485481279E1,2.213253021E0,1.349911499E1,-4.941918945E1
1.490481579E1,2.120964050E0,1.344009399E1,-4.921710205E1
1.495481779E1,2.046436310E0,1.363667297E1,-4.920269775E1
1.500482079E1,1.888832092E0,1.333546448E1,-4.909497070E1
1.505482379E1,2.033817291E0,1.349758911E1,-4.904888916E1
1.510482679E1,2.022724152E0,1.343125916E1,-4.919384766E1
1.515482979E1,2.035919189E0,1.353034973E1,-4.926739502E1
1.520483179E1,2.093078613E0,1.329759216E1,-4.912414551E1
1.525483446E1,2.163986206E0,1.326008606E1,-4.935321045E1
1.530483746E1,2.211601257E0,1.329133606E1,-4.916973877E1
1.535484046E1,2.362716675E0,1.332342529E1,-4.892620850E1
1.540484346E1,2.287963867E0,1.314286804E1,-4.923394775E1
1.545484546E1,2.248699188E0,1.312269592E1,-4.926031494E1
1.550484846E1,2.286808014E0,1.318966675E1,-4.912988281E1
1.555485146E1,2.289520264E0,1.311314392E1,-4.936193848E1
1.560485446E1,2.286342621E0,1.307485962E1,-4.892474365E1
1.565485746E1,2.289054871E0,1.319920349E1,-4.871087646E1
1.570485946E1,2.502334595E0,1.314775085E1,-4.917120361E1
1.575486246E1,2.375709534E0,1.328271484E1,-4.894830322E1
1.580486546E1,2.469631195E0,1.335659790E1,-4.906127930E1
1.585486846E1,2.142936707E0,1.325329590E1,-4.930712891E1
1.590487046E1,2.383899689E0,1.315008545E1,-4.929675293E1
1.595487346E1,2.431018829E0,1.320741272E1,-4.911523438E1
1.600487646E1,2.203029633E0,1.324264526E1,-4.958264160E1
1.605487946E1,2.232574463E0,1.323117065E1,-4.950183105E1
1.610488146E1,2.335155487E0,1.331129456E1,-4.936468506E1
1.615488446E1,2.241470337E0,1.317469788E1,-4.948486328E1
1.620488746E1,2.225105286E0,1.313964844E1,-4.948931885E1
