"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.897556508E1,6.936645508E-1,1.314967346E1,-5.207244873E1
1.902587808E1,6.346588135E-1,1.355761719E1,-5.116247559E1
1.907619108E1,9.158172607E-1,1.329689789E1,-5.157147217E1
1.912650308E1,9.734039307E-1,1.350610352E1,-5.149023438E1
1.917681608E1,1.175476074E0,1.351465607E1,-5.133944702E1
1.922712908E1,1.060638428E0,1.332469177E1,-5.127072144E1
1.927744208E1,6.675415039E-1,1.328652191E1,-5.163006592E1
1.932775408E1,6.632995605E-1,1.342730713E1,-5.154968262E1
1.937806708E1,7.241210938E-1,1.331954193E1,-5.150375366E1
1.942838008E1,8.809967041E-1,1.358174133E1,-5.173254395E1
1.947869308E1,1.354705811E0,1.364222717E1,-5.165197754E1
1.952900508E1,1.058975220E0,1.368527222E1,-5.138006592E1
1.957931808E1,8.521575928E-1,1.332837677E1,-5.141610718E1
1.962963108E1,9.847106934E-1,1.365979767E1,-5.183932495E1
1.967994408E1,4.993133545E-1,1.359875488E1,-5.158224487E1
1.973025529E1,9.870910645E-1,1.320438385E1,-5.187759399E1
1.978056829E1,1.102951050E0,1.353403473E1,-5.158334351E1
1.983088129E1,1.221801758E0,1.334812927E1,-5.148782349E1
1.988119429E1,8.060455322E-1,1.329926300E1,-5.185140991E1
1.993150629E1,7.648315430E-1,1.327552795E1,-5.154602051E1
1.998181929E1,7.234649658E-1,1.368365479E1,-5.158770752E1
2.003213229E1,7.844543457E-1,1.343813324E1,-5.194714355E1
2.008244429E1,9.846954346E-1,1.351206970E1,-5.108517456E1
2.013275729E1,8.444519043E-1,1.369353485E1,-5.162353516E1
2.018307029E1,7.034149170E-1,1.356941986E1,-5.180877686E1
2.023338329E1,6.707305908E-1,1.376000214E1,-5.153768921E1
2.028369529E1,9.772033691E-1,1.352695465E1,-5.128182983E1
2.033400829E1,9.520263672E-1,1.330511475E1,-5.133602905E1
2.038432129E1,1.147918701E0,1.351091766E1,-5.177267456E1
2.043463329E1,8.979492188E-1,1.325798798E1,-5.149359131E1
2.048494629E1,4.606018066E-1,1.337374878E1,-5.102441406E1
2.053525929E1,8.696289062E-1,1.308053589E1,-5.155084229E1
2.058557229E1,7.457275391E-1,1.339035797E1,-5.150512695E1
2.063588429E1,1.002334595E0,1.335743713E1,-5.136810303E1
