"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.489142258E1,6.885681152E-2,1.215472412E-1,9.978848877E0
1.494173558E1,7.873626709E-2,1.736389160E-1,9.886191559E0
1.499204858E1,7.873626709E-2,2.010319519E-1,9.899962921E0
1.504236158E1,-6.721023560E-2,1.923500061E-1,9.859846344E0
1.509267458E1,1.318757629E-1,1.392105103E-1,9.876461792E0
1.514298658E1,1.074765015E-1,1.627116394E-1,9.898316345E0
1.519329958E1,3.757186890E-2,1.826202393E-1,9.896819458E0
1.524361258E1,-3.981719971E-2,1.842668152E-1,9.936786346E0
1.529392558E1,-4.460723877E-2,1.589694214E-1,9.893226929E0
1.534423858E1,6.526428223E-2,1.535806274E-1,9.959539032E0
1.539455158E1,4.071533203E-2,2.362088013E-1,9.995763702E0
1.544486358E1,1.279838562E-1,1.187031555E-1,9.849966888E0
1.549517658E1,1.332229614E-2,1.559756470E-1,9.837393036E0
1.554548958E1,9.520202637E-2,1.682501221E-1,9.915680237E0
1.559580258E1,4.430786133E-2,1.498384094E-1,9.858499146E0
1.564611558E1,7.334747314E-3,1.869612122E-1,9.856253815E0
1.569642858E1,-1.526824951E-2,1.938468933E-1,9.852062531E0
1.574674096E1,3.802093506E-2,1.606159973E-1,9.862091675E0
1.579705396E1,1.321751404E-1,1.369651794E-1,9.959539032E0
1.584736696E1,-1.945953369E-2,1.974394226E-1,9.917626190E0
1.589767996E1,7.918533325E-2,1.869612122E-1,9.893077240E0
1.594799296E1,7.185058594E-2,2.516267395E-1,9.859696655E0
1.599830596E1,6.945556641E-2,1.851649475E-1,9.901160431E0
1.604861796E1,1.290316772E-1,1.471440125E-1,9.867330780E0
1.609893096E1,7.289840698E-2,1.332229614E-1,9.806706848E0
1.614924396E1,8.217910767E-2,1.269360352E-1,9.817484436E0
1.619955696E1,7.574249268E-2,2.171983337E-1,9.953551483E0
1.624986996E1,2.903961182E-2,2.257305908E-1,9.993817749E0
1.630018196E1,-2.185455322E-2,2.381547546E-1,9.980944519E0
1.635049496E1,-4.041595459E-3,2.613565063E-1,9.887838135E0
1.640080796E1,7.080276489E-2,1.788780212E-1,9.842332764E0
1.645112096E1,-1.496887207E-4,1.868115234E-1,9.900861053E0
1.650143396E1,7.125183105E-2,1.996847534E-1,9.840386810E0
1.655174596E1,9.475296021E-2,2.148033142E-1,9.799821167E0
1.660205896E1,6.975494385E-2,1.999841309E-1,9.917775879E0
1.665237196E1,7.948471069E-2,2.760260010E-1,9.949360199E0
1.670268496E1,3.622467041E-2,2.719844055E-1,9.760303345E0
1.675299742E1,1.453477478E-1,1.676513672E-1,9.899962921E0
1.680330942E1,9.026229858E-2,1.673519897E-1,9.775122528E0
1.685362242E1,1.585203552E-1,2.194436646E-1,1.008303223E1
1.690393542E1,8.756790161E-2,2.612068176E-1,9.970915375E0
1.695424842E1,7.694000244E-2,2.457888794E-1,9.841434631E0
1.700456142E1,2.963836670E-2,2.146536255E-1,1.002330643E1
1.705487342E1,-4.071533203E-2,2.658471680E-1,9.945019226E0
